model,id,title,main_picture_medium,main_picture_large,alternative_titles_en,alternative_titles_ja,synopsis,mean,authors,genres,,
book.book,1009,Hachimitsu to Clover,https://api-cdn.myanimelist.net/images/manga/3/184591.jpg,https://api-cdn.myanimelist.net/images/manga/3/184591l.jpg,Honey and Clover,ハチミツとクローバー,"Takemoto lives in a run down student apartment, where his greatest worry is when he'll next be able to afford to eat meat and whether he'll get to class on time. Although he's away from home and living on his own, Takemoto is far from finished growing up. Along with his crazy cast of friends, Morita, Mayama, Yamada, and Hagumi, Takemoto sets out to discover life and his true self.(Source: VIZ Media)Included one-shots:Volume 10: Sora no Kotori, Hoshi no Opera",8.3,Chika Umino,"Romance, Comedy, Slice of Life, Drama, Josei",,
book.book,1111,Buddha,https://api-cdn.myanimelist.net/images/manga/4/941.jpg,https://api-cdn.myanimelist.net/images/manga/4/941l.jpg,Buddha,ブッダ,"In ancient India, the lives of the people are plagued by drought, famine, constant warfare and the injustices of the strict caste system. The intertwining lives of many unhappy souls are drawn together by the birth of the young prince Siddhartha, who embarks on a spiritual journey, becomes Buddha, ""the Enlightened One,"" and attempts to bring about a spiritual rebirth of the people in this desperate age.(Source: ANN)",8.3,Osamu Tezuka,"Supernatural, Historical, Drama",,
book.book,1263,Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,https://api-cdn.myanimelist.net/images/manga/3/1019.jpg,https://api-cdn.myanimelist.net/images/manga/3/1019l.jpg,Higurashi WHEN THEY CRY: Atonement Arc,ひぐらしのなく頃に解 罪滅し編,"In the summer of 1983, Rena Ryuuguu and her friends are enjoying their days the way they always have: playing games and living a life of contentment in the village of Hinamizawa. But darkness is forming in Rena's heart, and even her closest friends may not be safe from it.Rena's divorced father has recently found a new girlfriend, a sleazy woman named Rina Mamiya. Rena's hatred of her is solidified when she discovers that the woman and her true boyfriend are trying to swindle Rena's father out of his money. After a tumultuous confrontation with Rina about what she has learned, Rena realizes that she must resort to desperate measures to keep her father safe. When her friends notice that she is acting rather strange, they investigate what she has done, but instead of abandoning her as Rena assumed they would, they band together to support and help her.However, when she discovers a shocking snag in her plans, Rena realizes that she may have trusted the wrong people, and begins to become highly suspicious of her friends and the other townspeople. And as she uncovers the truth about the town's long history of murders and disappearances, she realizes that only drastic actions can save the village from utter destruction.[Written by MAL Rewrite]",8.3,"Karin Suzuragi,  Ryukishi07","Psychological, Mystery, Drama, Horror",,
book.book,49835,Gochuumon wa Usagi desu ka?,https://api-cdn.myanimelist.net/images/manga/2/205168.jpg,https://api-cdn.myanimelist.net/images/manga/2/205168l.jpg,Is the order a rabbit?,ご注文はうさぎですか？,"Cocoa arrives at the cafe Rabbit House one day, excited for rabbits. She actually all but lives in that cafe. She meets lots of different girls there, including a tiny and cool girl named Chino, a tough and soldier-esque girl named Rize, a spacey and quintessentially Japanese girl named Chiya, and the ordinary but dignified Sharo.",8.3, Koi,"Comedy, Slice of Life",,
book.book,37755,Saiki Kusuo no Ψ-nan,https://api-cdn.myanimelist.net/images/manga/2/179613.jpg,https://api-cdn.myanimelist.net/images/manga/2/179613l.jpg,,斉木楠雄のΨ難,"Kusuo Saiki is not your typical high schooler—behind his glasses, pink hair, and antenna-like appendages exists a being of unfathomable psychic power. Telekinesis, teleportation, and astral projection might sound exciting to the average person, but from Saiki's viewpoint, they are nothing but an annoyance. Psychic powers are unnecessary—this is all that Saiki has believed since he was a kid.As a secret esper with the sole dream of living an ordinary life, Saiki tries to use his psychic abilities to stay out of the public's gaze. However, having to clean up after his odd classmates and their antics, all the while keeping his psychic powers a secret, makes it rather difficult to achieve the peaceful life he desires.[Written by MAL Rewrite]Included one-shots:Volume 1: Chounouryokusha Saiki Kusuo no Ψ-nan (pilot)Volume 2: Omaenchi, Obake YashikiVolume 3: Gekidan! ImprovisationVolumes 4, 6: Saiki Kusuo no Ψ-nan & Ansatsu Kyoushitsu: Korosense VS Saiki Kusuo - Iruma-shi Saishuu KessenVolume 12: Terrace House DustVolume 25: Seishounen Yuugai Kankyou Kiseihou",8.29,Shuuichi Asou,"Super Power, Comedy, School, Shounen",,
book.book,43921,Sword Art Online: Progressive,https://api-cdn.myanimelist.net/images/manga/2/77447.jpg,https://api-cdn.myanimelist.net/images/manga/2/77447l.jpg,Sword Art Online: Progressive,ソードアート・オンライン プログレッシブ,"""This game is impossible to clear. It's just a matter of when, where and how you die."" Kayaba Akihiko's death game has been up for one month. This incredibly difficult VRMMO has already claimed 2000 victims. It's the day of the 1st floor boss strategy meeting. The solo player Kirito, who's decided to only strengthen himself, meets a rare female player on the current front lines, while heading to the meeting around noon. Fighting alone against the strong monsters, she was like a meteor cutting the night sky.A compilation of Aria in the Starless Night, where Kirito becomes known as the Black Swordsman, the events concerning the 2nd floor boss clearing, and Rondo of the Transient Blade, the sad tale of a young male blacksmith.(Source: Volume 1 description)",8.29," BUNBUN, Reki Kawahara","Action, Adventure, Fantasy, Game, Romance, Sci-Fi",,
book.book,112370,Spirit Fingers,https://api-cdn.myanimelist.net/images/manga/2/206123.jpg,https://api-cdn.myanimelist.net/images/manga/2/206123l.jpg,,스피릿 핑거스,​An ordinary girl... joins an extraordinary drawing club?! A story of finding one's true colors.(Source: MU),8.29,Kyoung-chal Han,"Romance, Comedy, Slice of Life",,
book.book,115922,Kage no Jitsuryokusha ni Naritakute!,https://api-cdn.myanimelist.net/images/manga/2/212205.jpg,https://api-cdn.myanimelist.net/images/manga/2/212205l.jpg,The Eminence in Shadow,陰の実力者になりたくて！,"Shadowbrokers are those who go unnoticed, posing as unremarkable people, when in truth, they control everything from behind the scenes. Sid wants to be someone just like that more than anything, and something as insignificant as boring reality isn’t going to get in his way! He trains in secret every single night, preparing for his eventual rise to power—only to denied his destiny by a run-of-the-mill (yet deadly) traffic accident. But when he wakes up in a another world and suddenly finds himself at the head of an actual secret organization doing battle with evil in the shadows, he’ll finally get a chance to act out all of his delusional fantasies!(Source: Yen Press)",8.29," Touzai, Daisuke Aizawa","Action, Fantasy, Comedy",,
book.book,130832,Your Throne,https://api-cdn.myanimelist.net/images/manga/1/236523.jpg,https://api-cdn.myanimelist.net/images/manga/1/236523l.jpg,Your Throne,하루만 네가 되고 싶어,"Cunning and ruthless, Lady Medea Solon has only had one goal in her life: to become the princess of the Vasilios Empire by marrying Crown Prince Eros Orna Vasilios. However, Medea's ambitious scheme collapses when the crown prince chooses naive Psyche Callista as his fiancée instead of her. As a result, she resolves to remove Psyche by any means necessary and secure her place on the throne.However, not all goes according to her plan. At the Yearly Prayer held in the Temple, Medea confronts Psyche and her ignorance toward possessing unfathomable authority. In an instant, Medea falls into a seemingly bottomless fountain, unable to reach the surface. Believing that God is responsible, she prays to be the one who rules the empire.The deity grants Medea's wish at the cost of exchanging bodies with Psyche, a twist of fate that may reveal more than what meets the eye.[Written by MAL Rewrite]",8.29, SAM,"Fantasy, Romance, Drama",,
book.book,93972,Totsukuni no Shoujo,https://api-cdn.myanimelist.net/images/manga/1/173926.jpg,https://api-cdn.myanimelist.net/images/manga/1/173926l.jpg,"The Girl From the Other Side: Siúil, a Rún",とつくにの少女,"Long ago, there was a god of light and a god of darkness. While those devoted to the god of light experienced happiness and good fortune, the god of darkness would play tricks on the people and steal their joy. And so, as the legend goes, the god of light decided to punish him by turning him into a monster. Enraged by this, the god of darkness wielded his punishment as a curse in order to inflict suffering upon others. Because of his actions, he was banished to the Outside, where he and his monstrous children are to remain for eternity, while those from the Inside must never come in contact with someone from the Outside, lest they be cursed with a hideous form.A little girl named Shiva, an Insider, is found by an Outsider she comes to know as Sensei. Though they cannot touch, Sensei cares for Shiva as best he can, and together they live a moderately happy life. But soon, Shiva not only finds herself in danger from the Outside, but from her own kind as well.[Written by MAL Rewrite]",8.29, Nagabe,"Supernatural, Shounen",,
book.book,96792,Kimetsu no Yaiba,https://api-cdn.myanimelist.net/images/manga/3/179023.jpg,https://api-cdn.myanimelist.net/images/manga/3/179023l.jpg,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,"Tanjirou Kamado lives with his impoverished family on a remote mountain. As the oldest sibling, he took upon the responsibility of ensuring his family's livelihood after the death of his father. On a cold winter day, he goes down to the local village in order to sell some charcoal. As dusk falls, he is forced to spend the night in the house of a curious man who cautions him of strange creatures that roam the night: malevolent demons who crave human flesh.When he finally makes his way home, Tanjirou's worst nightmare comes true. His entire family has been brutally slaughtered with the sole exception of his sister Nezuko, who has turned into a flesh-eating demon. Engulfed in hatred and despair, Tanjirou desperately tries to stop Nezuko from attacking other people, setting out on a journey to avenge his family and find a way to turn his beloved sister back into a human.[Written by MAL Rewrite]",8.29,Koyoharu Gotouge,"Action, Supernatural, Demons, Historical, Shounen",,
